SCALERANK,NAME,SOV0NAME,SOV_A3,ADM0NAME,ADM0_A3,ADM1NAME,ISO_A2,LATITUDE,LONGITUDE,POP_MAX,POP_MIN
10,Baní,Dominican Republic,DOM,Dominican Republic,DOM,Peravia,DO,18.279999,-70.33100347,66709,66709
8,Barinas,Venezuela,VEN,Venezuela,VEN,Barinas,VE,8.59997764,-70.25001205,284289,238522
8,San Francisco de Macorís,Dominican Republic,DOM,Dominican Republic,DOM,Duarte,DO,19.29999636,-70.25001205,152538,124763
6,Portland,United States,USA,United States of America,USA,Maine,US,43.67216158,-70.2455274,135866,63142
7,Lewiston,United States,USA,United States of America,USA,Maine,US,44.10070477,-70.21525965,57688,35690
6,Punto Fijo,Venezuela,VEN,Venezuela,VEN,Falcón,VE,11.71999392,-70.21001449,234736,131784
10,Cotuí,Dominican Republic,DOM,Dominican Republic,DOM,Sánchez Ramírez,DO,19.05900306,-70.1520026,41641,41641
10,San Cristóbal,Dominican Republic,DOM,Dominican Republic,DOM,San Cristóbal,DO,18.4159981,-70.10900052,154040,154040
8,Carora,Venezuela,VEN,Venezuela,VEN,Lara,VE,10.18998395,-70.07999658,149711,93788
7,Oranjestad,Kingdom of the Netherlands,NLD,Aruba,ABW,,AW,12.53038373,-70.02899195,68775,33000
7,Kangirsuk,Canada,CAN,Canada,CAN,Québec,CA,60.02482322,-69.99909713,549,549
2,Santo Domingo,Dominican Republic,DOM,Dominican Republic,DOM,Distrito Nacional,DO,18.47007285,-69.90008508,2154000,2873
6,Kimmirut,Canada,CAN,Canada,CAN,Nunavut,CA,62.85002545,-69.88331608,385,385
10,Nagua,Dominican Republic,DOM,Dominican Republic,DOM,María Trinidad Sánchez,DO,19.37600108,-69.84700149,33862,33862
10,Monte Plata,Dominican Republic,DOM,Dominican Republic,DOM,Monte Plata,DO,18.80700306,-69.78400153,15532,15532
4,Augusta,United States,USA,United States of America,USA,Maine,US,44.31056276,-69.77998906,24042,18560
8,Guanare,Venezuela,VEN,Venezuela,VEN,Portuguesa,VE,9.049976012,-69.75001673,151642,112286
6,Coro,Venezuela,VEN,Venezuela,VEN,Falcón,VE,11.42001223,-69.67999516,195227,172969
8,Waterville,United States,USA,United States of America,USA,Maine,US,44.5518917,-69.64578536,25152,15906
8,Rivière-du-Loup,Canada,CAN,Canada,CAN,Québec,CA,47.83329348,-69.53331161,16403,16403
10,Samaná,Dominican Republic,DOM,Dominican Republic,DOM,Samaná,DO,19.21200313,-69.3320036,11432,11432
6,Barquisimeto,Venezuela,VEN,Venezuela,VEN,Lara,VE,10.04999249,-69.29996668,1116000,809490
7,San Pedro de Macorís,Dominican Republic,DOM,Dominican Republic,DOM,San Pedro de Macorís,DO,18.4503583,-69.29996668,217899,204140
10,Hato Mayor,Dominican Republic,DOM,Dominican Republic,DOM,Hato Mayor,DO,18.76400114,-69.25699747,35999,35999
7,Acarigua,Venezuela,VEN,Venezuela,VEN,Portuguesa,VE,9.580382913,-69.20002446,260921,143704
10,El Seibo,Dominican Republic,DOM,Dominican Republic,DOM,El Seybo,DO,18.76400114,-69.03500346,23547,23547
7,Willemstad,Kingdom of the Netherlands,NLD,Curacao,CUW,,CW,12.20042971,-69.01998377,146813,146813
7,La Romana,Dominican Republic,DOM,Dominican Republic,DOM,La Romana,DO,18.41700116,-68.96660201,208437,196506
6,Bangor,United States,USA,United States of America,USA,Maine,US,44.80115297,-68.77834477,50213,31473
9,San Felipe,Venezuela,VEN,Venezuela,VEN,Yaracuy,VE,10.33599598,-68.74599552,76766,76766
10,Higuey,Dominican Republic,DOM,Dominican Republic,DOM,La Altagracia,DO,18.61599603,-68.70799749,123787,123787
9,San Carlos,Venezuela,VEN,Venezuela,VEN,Cojedes,VE,9.657999007,-68.58999854,77192,77192
7,Rimouski,Canada,CAN,Canada,CAN,Québec,CA,48.43374778,-68.51668115,35584,35584
4,Iqaluit,Canada,CAN,Canada,CAN,Nunavut,CA,63.75045938,-68.50019175,6124,6124
7,Bávaro,Dominican Republic,DOM,Dominican Republic,DOM,La Altagracia,DO,18.71700869,-68.44996688,795,795
4,Kuujjuaq,Canada,CAN,Canada,CAN,Québec,CA,58.10000531,-68.39999577,1273,1273
7,Edmundston,Canada,CAN,Canada,CAN,New Brunswick,CA,47.37941937,-68.3332815,17894,17894
7,Bar Harbor,United States,USA,United States of America,USA,Maine,US,44.38789654,-68.20437464,6090,2877
7,Puerto Cabello,Venezuela,VEN,Venezuela,VEN,Carabobo,VE,10.47043194,-68.17000981,174000,174000
8,Baie-Comeau,Canada,CAN,Canada,CAN,Québec,CA,49.22266604,-68.15799504,10435,7181
7,Presque Isle,United States,USA,United States of America,USA,Maine,US,46.79340863,-68.00216476,9466,9466
3,Valencia,Venezuela,VEN,Venezuela,VEN,Carabobo,VE,10.22998151,-67.9800214,1770000,1369053
7,Inírida,Colombia,COL,Colombia,COL,Guainía,CO,3.854039936,-67.90609827,9065,7298
8,Houlton,United States,USA,United States of America,USA,Maine,US,46.12551658,-67.83971989,6703,5400
4,Puerto Ayacucho,Venezuela,VEN,Venezuela,VEN,Amazonas,VE,5.663903624,-67.62360905,52526,50719
6,Maracay,Venezuela,VEN,Venezuela,VEN,Aragua,VE,10.2468797,-67.59580713,1007000,1007000
7,Puerto Carreño,Colombia,COL,Colombia,COL,Vichada,CO,6.185034606,-67.49302271,10216,5861
6,San Fernando de Apure,Venezuela,VEN,Venezuela,VEN,Apure,VE,7.899994526,-67.46994918,122701,78779
7,Calabozo,Venezuela,VEN,Venezuela,VEN,Guárico,VE,8.930396748,-67.43997685,117132,104682
9,San Juan De Los Morros,Venezuela,VEN,Venezuela,VEN,Guárico,VE,9.900999019,-67.35400159,87739,87739
8,Calais,United States,USA,United States of America,USA,Maine,US,45.16598859,-67.24239201,3306,257
7,Mayagüez,United States,USA,Puerto Rico,PRI,,PR,18.20151044,-67.13971094,291339,78647
8,Los Teques,Venezuela,VEN,Venezuela,VEN,Distrito Capital,VE,10.41996991,-67.02002832,303470,303470
7,Maiquetía,Venezuela,VEN,Venezuela,VEN,Vargas,VE,10.60039817,-66.9699797,315442,52564
1,Caracas,Venezuela,VEN,Venezuela,VEN,Distrito Capital,VE,10.50099855,-66.91703719,2985000,1815679
4,Labrador City,Canada,CAN,Canada,CAN,Newfoundland and Labrador,CA,52.94143129,-66.91587447,10313,7367
8,Schefferville,Canada,CAN,Canada,CAN,Québec,CA,54.80000002,-66.81665572,471,471
8,Ocumare del Tuy,Venezuela,VEN,Venezuela,VEN,Miranda,VE,10.11998822,-66.77999129,166072,95576
6,Arecibo,United States,USA,Puerto Rico,PRI,,PR,18.44002301,-66.72999435,69307,49318
8,Cap-Chat,Canada,CAN,Canada,CAN,Québec,CA,49.09996035,-66.68330469,1484,1466
6,Fredericton,Canada,CAN,Canada,CAN,New Brunswick,CA,45.94999758,-66.63330774,52337,36713
7,Ponce,United States,USA,Puerto Rico,PRI,,PR,18.00038576,-66.61664209,160334,152634
7,Altagracia de Orituco,Venezuela,VEN,Venezuela,VEN,Guárico,VE,9.85041811,-66.37998987,40052,28802
6,Sept-Îles,Canada,CAN,Canada,CAN,Québec,CA,50.31608767,-66.36001693,25686,25686
3,San Juan,United States,USA,Puerto Rico,PRI,,PR,18.44002301,-66.12997929,2478905,395326
6,Yarmouth,Canada,CAN,Canada,CAN,Nova Scotia,CA,43.83079447,-66.1125812,7500,7366
7,Saint John,Canada,CAN,Canada,CAN,New Brunswick,CA,45.26704185,-66.07667505,87857,54449
8,Valle de la Pascua,Venezuela,VEN,Venezuela,VEN,Guárico,VE,9.209992085,-66.019986,89080,83467
7,Digby,Canada,CAN,Canada,CAN,Nova Scotia,CA,44.62258506,-65.7604928,3949,2052
6,Pangnirtung,Canada,CAN,Canada,CAN,Nunavut,CA,66.13331341,-65.75002832,1320,1320
6,Bathurst,Canada,CAN,Canada,CAN,New Brunswick,CA,47.59997438,-65.64998275,6111,4496
6,La Esmeralda,Venezuela,VEN,Venezuela,VEN,Amazonas,VE,3.173823058,-65.54660405,150,149
7,Zaraza,Venezuela,VEN,Venezuela,VEN,Guárico,VE,9.340397562,-65.32000289,41483,29076
7,Shelburne,Canada,CAN,Canada,CAN,Nova Scotia,CA,43.76560895,-65.31935694,3167,1939
3,Hamilton,United Kingdom,GBR,Bermuda,BMU,,BM,32.29419029,-64.78393742,52320,13500
6,Moncton,Canada,CAN,Canada,CAN,New Brunswick,CA,46.08334861,-64.76667749,90635,87467
7,Christiansted,United States,USA,United States Virgin Islands,VIR,,VI,17.75037518,-64.749986,32543,32543
6,Port Burwell,Canada,CAN,Canada,CAN,Newfoundland and Labrador,CA,60.26646222,-64.74109766,2762,2762
7,Barcelona,Venezuela,VEN,Venezuela,VEN,Anzoátegui,VE,10.13037518,-64.72001367,600954,121906
8,Liverpool,Canada,CAN,Canada,CAN,Nova Scotia,CA,44.03995913,-64.72001367,4331,4331
8,Puerto la Cruz,Venezuela,VEN,Venezuela,VEN,Anzoátegui,VE,10.16995933,-64.68001612,546616,454312
6,Gaspé,Canada,CAN,Canada,CAN,Québec,CA,48.83731488,-64.49336084,3677,3331
8,Anaco,Venezuela,VEN,Venezuela,VEN,Anzoátegui,VE,9.440003885,-64.4600037,117596,82640
8,Port-Menier,Canada,CAN,Canada,CAN,Québec,CA,49.82257774,-64.34799504,263,263
7,El Tigre,Venezuela,VEN,Venezuela,VEN,Anzoátegui,VE,8.890347513,-64.26001591,197440,150999
8,Amherst,Canada,CAN,Canada,CAN,Nova Scotia,CA,45.81656903,-64.21658187,9336,7927
6,Cumaná,Venezuela,VEN,Venezuela,VEN,Sucre,VE,10.44999392,-64.18002079,317603,257783
7,Windsor,Canada,CAN,Canada,CAN,Nova Scotia,CA,44.98059938,-64.12911951,3864,3654
6,Mingan,Canada,CAN,Canada,CAN,Québec,CA,50.3017589,-64.01726532,588,588
7,Churchill Falls,Canada,CAN,Canada,CAN,Newfoundland and Labrador,CA,53.52640851,-63.98067896,100,50
9,La Asunción,Venezuela,VEN,Venezuela,VEN,Nueva Esparta,VE,11.03333403,-63.8833315,35084,35084
7,Porlamar,Venezuela,VEN,Venezuela,VEN,Nueva Esparta,VE,10.9603762,-63.84998926,196934,87120
7,Chaguaramas,Venezuela,VEN,Venezuela,VEN,Anzoztegui,VE,9.215934874,-63.75226913,15000,10000
6,Ciudad Bolívar,Venezuela,VEN,Venezuela,VEN,Bolívar,VE,8.099982319,-63.60000452,338000,297943
3,Halifax,Canada,CAN,Canada,CAN,Nova Scotia,CA,44.65002525,-63.60000452,359111,222874
8,Carúpano,Venezuela,VEN,Venezuela,VEN,Sucre,VE,10.67000633,-63.23000126,126293,112082
6,Maturín,Venezuela,VEN,Venezuela,VEN,Monagas,VE,9.749959126,-63.17003076,410972,304443
3,Charlottetown,Canada,CAN,Canada,CAN,Prince Edward Island,CA,46.24928164,-63.13132512,42402,31293
4,Basseterre,Saint Kitts and Nevis,KNA,Saint Kitts and Nevis,KNA,,KN,17.30203046,-62.71700932,21887,15500
8,New Glasgow,Canada,CAN,Canada,CAN,Nova Scotia,CA,45.58327578,-62.63331934,20322,19445
3,Ciudad Guayana,Venezuela,VEN,Venezuela,VEN,Bolívar,VE,8.370017516,-62.61998682,746535,522100
7,El Manteco,Venezuela,VEN,Venezuela,VEN,Bol,VE,7.35038983,-62.53332544,2215,2215
7,Upata,Venezuela,VEN,Venezuela,VEN,Bolívar,VE,8.020426452,-62.40999964,53685,53264
7,Tucupita,Venezuela,VEN,Venezuela,VEN,Monagas,VE,9.060492166,-62.05999516,51534,47874
7,Antigonish,Canada,CAN,Canada,CAN,Nova Scotia,CA,45.62691652,-61.99819015,6739,5003
4,Saint John's,Antigua and Barbuda,ATG,Antigua and Barbuda,ATG,,AG,17.11803652,-61.85003382,35499,24226
8,Natashquan,Canada,CAN,Canada,CAN,Québec,CA,50.19134076,-61.81065637,722,722
4,Saint George's,Grenada,GRD,Grenada,GRD,,GD,12.0526334,-61.74164323,33734,27343
3,Nain,Canada,CAN,Canada,CAN,Newfoundland and Labrador,CA,56.54735147,-61.6860454,1151,1151
6,El Dorado,Venezuela,VEN,Venezuela,VEN,Bol,VE,6.733295714,-61.6333287,2383,2383
7,Pointe-à-Pitre,French Republic,FRA,France,FRA,Guadeloupe,GP,16.24147504,-61.5329989,145511,18264
4,Port-of-Spain,Trinidad and Tobago,TTO,Trinidad and Tobago,TTO,Port of Spain,TT,10.65199709,-61.51703089,294934,49031
8,San Fernando,Trinidad and Tobago,TTO,Trinidad and Tobago,TTO,San Fernando,TT,10.28046166,-61.45937678,166039,166039
7,Basse-terre,French Republic,FRA,France,FRA,Guadeloupe,GP,16.23039044,-61.43998132,307,307
4,Roseau,Dominica,DMA,Dominica,DMA,Saint George,DM,15.30101564,-61.38701298,23336,16571
4,Kingstown,Saint Vincent and the Grenadines,VCT,Saint Vincent and the Grenadines,VCT,,VC,13.14827883,-61.21206242,49485,24518
7,Fort-de-France,French Republic,FRA,France,FRA,Martinique,MQ,14.6104118,-61.08002914,253995,91249
4,Castries,Saint Lucia,LCA,Saint Lucia,LCA,,LC,14.00197349,-61.00000818,37963,10634
8,Baddeck,Canada,CAN,Canada,CAN,Nova Scotia,CA,46.09998842,-60.75397669,852,852
3,Boa Vista,Brazil,BRA,Brazil,BRA,Roraima,BR,2.816092955,-60.66599756,235150,169449
8,Happy Valley - Goose Bay,Canada,CAN,Canada,CAN,Newfoundland and Labrador,CA,53.29998822,-60.29999923,7572,1047
8,Hopedale,Canada,CAN,Canada,CAN,Newfoundland and Labrador,CA,55.44996035,-60.21667098,442,442
4,Sydney,Canada,CAN,Canada,CAN,Nova Scotia,CA,46.06611452,-60.17998071,37538,37538
8,Lethem,Guyana,GUY,Guyana,GUY,Upper Demerara-Berbice,GY,3.389959736,-59.80002975,352,352
6,Mabaruma,Guyana,GUY,Guyana,GUY,Barima-Waini,GY,8.199976216,-59.77997929,2972,2972
4,Bridgetown,Barbados,BRB,Barbados,BRB,Saint Michael,BB,13.10200258,-59.61652674,191152,96578
7,Chevery,Canada,CAN,Canada,CAN,Québec,CA,50.48132306,-59.60978296,284,284
7,Channel-Port aux Basques,Canada,CAN,Canada,CAN,Newfoundland and Labrador,CA,47.56700482,-59.15004358,4220,2244
8,St-Augustin,Canada,CAN,Canada,CAN,Québec,CA,51.2423102,-58.64699935,3961,3961
7,Bartica,Guyana,GUY,Guyana,GUY,Pomeroon-Supenaam,GY,6.410421365,-58.63002364,11524,11157
7,Stephenville,Canada,CAN,Canada,CAN,Newfoundland and Labrador,CA,48.55040733,-58.56656498,7054,6278
7,Anna Regina,Guyana,GUY,Guyana,GUY,Cuyuni-Mazaruni,GY,7.270420551,-58.50005742,3113,3113
6,Rigolet,Canada,CAN,Canada,CAN,Newfoundland and Labrador,CA,54.17660138,-58.44732162,124,124
7,Kumaka,Guyana,GUY,Guyana,GUY,Upper Demerara-Berbice,GY,3.900393696,-58.38001306,2190,745
6,Linden,Guyana,GUY,Guyana,GUY,Upper Takutu-Upper Essequibo,GY,5.99000775,-58.2699681,44690,11393
8,Ituni,Guyana,GUY,Guyana,GUY,Upper Takutu-Upper Essequibo,GY,5.430016092,-58.24999516,100,50
3,Georgetown,Guyana,GUY,Guyana,GUY,East Berbice-Corentyne,GY,6.801973693,-58.16702865,264350,235017
7,Trout River,Canada,CAN,Canada,CAN,Newfoundland and Labrador,CA,49.48365786,-58.11664413,452,452
6,Corner Brook,Canada,CAN,Canada,CAN,Newfoundland and Labrador,CA,48.94999534,-57.93334782,20791,18693
6,New Amsterdam,Guyana,GUY,Guyana,GUY,Essequibo Islands-West Demerara,GY,6.250017719,-57.52998743,46874,35039
8,Deer Lake,Canada,CAN,Canada,CAN,Newfoundland and Labrador,CA,49.17440025,-57.42691878,4163,3743
8,Corriverton,Guyana,GUY,Guyana,GUY,Mahaica-Berbice,GY,5.900039082,-57.16998356,12000,11574
6,Cartwright,Canada,CAN,Canada,CAN,Newfoundland and Labrador,CA,53.70140663,-57.01214114,505,505
7,Nieuw Nickerie,Suriname,SUR,Suriname,SUR,Nickerie,SR,5.950423603,-56.98999455,15992,13143
7,Forteau,Canada,CAN,Canada,CAN,Newfoundland and Labrador,CA,51.45038535,-56.94999699,448,448
7,Buchans,Canada,CAN,Canada,CAN,Newfoundland and Labrador,CA,48.81703188,-56.86659123,685,685
7,Totness,Suriname,SUR,Suriname,SUR,Coronie,SR,5.890427265,-56.31998377,1685,1251
8,Port Hope Simpson,Canada,CAN,Canada,CAN,Newfoundland and Labrador,CA,52.53329083,-56.30001083,197,197
7,St. Anthony,Canada,CAN,Canada,CAN,Newfoundland and Labrador,CA,51.3837486,-55.5999502,224,224
8,La Scie,Canada,CAN,Canada,CAN,Newfoundland and Labrador,CA,49.96701337,-55.58300033,817,817
6,Kangersuatsiaq,Denmark,DNK,Greenland,GRL,,GL,72.37963955,-55.54911893,200,186
9,Groningen,Suriname,SUR,Suriname,SUR,Saramacca,SR,5.796998975,-55.48100346,3216,3216
9,Onverwacht,Suriname,SUR,Suriname,SUR,Para,SR,5.599998125,-55.19999648,2105,2105
8,Brownsweg,Suriname,SUR,Suriname,SUR,Brokopondo,SR,5.020015278,-55.1699506,4582,2696
3,Paramaribo,Suriname,SUR,Suriname,SUR,Paramaribo,SR,5.83503013,-55.16703089,254169,223757
8,Nieuw Amsterdam,Suriname,SUR,Suriname,SUR,Commewijne,SR,5.909986795,-55.07000838,4935,4935
7,Brokopondo,Suriname,SUR,Suriname,SUR,Brokopondo,SR,5.040375792,-55.02001144,8340,4000
6,Gander,Canada,CAN,Canada,CAN,Newfoundland and Labrador,CA,48.94999534,-54.54998845,3345,3345
8,Moengo,Suriname,SUR,Suriname,SUR,Marowijne,SR,5.630003885,-54.40999699,7766,7074
4,Cottica,Suriname,SUR,Suriname,SUR,Sipaliwini,SR,3.850009175,-54.23328943,29210,20000
7,Saint-Laurent-du-Maroni,French Republic,FRA,France,FRA,Guinaa,GF,5.497624081,-54.03253459,24287,17414
7,Argentia,Canada,CAN,Canada,CAN,Newfoundland and Labrador,CA,47.30043194,-53.98999679,1063,1063
4,Sisimiut,Denmark,DNK,Greenland,GRL,Qeqqata Kommunia,GL,66.95000775,-53.66660567,5227,5227
6,Qeqertasuaq,Denmark,DNK,Greenland,GRL,Qaasuitsup Kommunia,GL,69.24416391,-53.56523854,10,5
7,Trepassey,Canada,CAN,Canada,CAN,Newfoundland and Labrador,CA,46.73697797,-53.36329085,398,398
7,Iracoubo,French Republic,FRA,France,FRA,Guinaa,GF,5.480426452,-53.21999211,1536,226
8,Sinnamary,French Republic,FRA,France,FRA,Guinaa,GF,5.380019144,-52.95998214,3180,2383
3,St. John's,Canada,CAN,Canada,CAN,Newfoundland and Labrador,CA,47.58498822,-52.68100692,131469,99182
6,Kourou,French Republic,FRA,France,FRA,Guinaa,GF,5.159980895,-52.64994938,24029,20822
8,Roura,French Republic,FRA,France,FRA,Guinaa,GF,4.729981302,-52.33002059,2229,1910
3,Cayenne,French Republic,FRA,France,FRA,Guinaa,GF,4.932992166,-52.33002059,61550,52809
6,Uummannaq,Denmark,DNK,Greenland,GRL,,GL,70.67502343,-52.12293443,1299,1299
7,Saint-Georges,French Republic,FRA,France,FRA,Amapá,GF,3.9104706,-51.81000065,2742,374
3,Nuuk,Denmark,DNK,Greenland,GRL,Kommuneqarfik Sermersooq,GL,64.19828147,-51.73265879,14798,14798
6,Vila Velha,Brazil,BRA,Brazil,BRA,Amapi,BR,3.21666282,-51.21665186,1209091,275736
7,Qasigiannguit,Denmark,DNK,Greenland,GRL,Qaasuitsup Kommunia,GL,68.81927014,-51.17851854,1341,1341
6,Ilulissat,Denmark,DNK,Greenland,GRL,Qaasuitsup Kommunia,GL,69.21666526,-51.09996647,4413,4413
6,Kangerlussuaq,Denmark,DNK,Greenland,GRL,Qeqqata Kommunia,GL,67.01412249,-50.70990925,556,556
6,Paamiut,Denmark,DNK,Greenland,GRL,Kommuneqarfik Sermersooq,GL,62.00410237,-49.63507012,1862,1862
6,Qaqortoq,Denmark,DNK,Greenland,GRL,Kommune Kujalleq,GL,60.72890973,-46.03641168,3224,3224
4,Narsarsuaq,Denmark,DNK,Greenland,GRL,Kommune Kujalleq,GL,61.16658815,-45.41661829,145,145
6,Timmiarmiut,Denmark,DNK,Greenland,GRL,Kommune Kujalleq,GL,62.53327476,-42.21671025,10,10
